市区町村名	市区町村コード	1974年	1976年	1979年	1982年	1985年	1988年	1991年	1994年	1997年	1999年	2002年	2004年	2007年
青森県 外ヶ浜町	023078	－	1,586 	2,581 	2,215 	5,209 	2,887 	1,234 	－	5,718 	－	3,349 	3,630 	3,658 
青森県 鰺ヶ沢町	023213	2,503 	4,464 	6,691 	8,866 	9,259 	10,060 	11,545 	13,454 	12,424 	12,234 	9,423 	8,627 	8,359 
青森県 深浦町	023230	2,238 	487 	4,348 	5,163 	5,406 	4,755 	4,509 	5,098 	4,554 	5,634 	3,108 	4,324 	3,998 
青森県 西目屋村	023434	－	－	172 	－	368 	－	312 	316 	547 	－	251 	294 	－
青森県 藤崎町	023612	1,991 	3,238 	3,987 	5,535 	5,059 	6,890 	19,373 	18,955 	18,162 	15,012 	14,859 	12,939 	10,456 
青森県 大鰐町	023621	2,747 	4,166 	4,770 	7,380 	7,241 	7,306 	8,155 	8,830 	8,387 	7,199 	5,207 	4,335 	6,046 
青森県 田舎館村	023671	－	791 	1,263 	1,644 	2,170 	1,943 	1,816 	2,294 	3,264 	3,041 	3,344 	3,067 	2,856 
青森県 板柳町	023817	4,752 	7,897 	9,078 	11,471 	10,970 	11,425 	12,145 	13,003 	12,943 	11,982 	12,186 	11,942 	12,251 
青森県 鶴田町	023841	2,193 	2,332 	4,726 	5,881 	6,677 	7,550 	7,838 	8,681 	8,664 	9,462 	8,853 	6,735 	7,067 
青森県 中泊町	023876	2,488 	4,848 	6,563 	7,577 	6,067 	10,278 	7,683 	6,680 	7,842 	9,075 	8,693 	7,054 	5,409 
青森県 野辺地町	024015	5,803 	9,130 	11,584 	14,706 	14,390 	15,569 	16,674 	19,047 	17,556 	18,993 	17,678 	17,856 	13,857 
青森県 七戸町	024023	4,269 	8,927 	11,863 	14,367 	14,608 	13,742 	16,125 	14,837 	18,080 	16,285 	15,558 	13,506 	13,561 
青森県 六戸町	024058	－	－	2,367 	4,583 	7,324 	5,384 	6,575 	6,094 	7,239 	5,775 	6,002 	4,828 	4,485 
青森県 横浜町	024066	1,303 	1,980 	2,075 	－	3,136 	4,040 	3,869 	4,245 	4,415 	3,630 	－	3,157 	2,988 
青森県 東北町	024082	2,604 	5,494 	7,130 	11,542 	10,826 	10,778 	12,616 	13,427 	13,539 	12,960 	13,524 	13,526 	11,921 
青森県 六ヶ所村	024112	1,662 	1,176 	2,760 	4,789 	6,194 	3,937 	6,022 	7,060 	8,118 	8,222 	8,655 	6,535 	6,398 
青森県 おいらせ町	024121	1,879 	2,711 	5,628 	7,081 	7,458 	7,781 	9,414 	11,993 	25,079 	29,982 	32,963 	29,461 	32,514 
青森県 大間町	024236	1,674 	2,037 	3,457 	5,339 	4,358 	5,127 	4,593 	5,414 	5,479 	5,665 	5,157 	5,359 	5,188 
青森県 東通村	024244	496 	719 	803 	994 	1,315 	1,455 	－	1,380 	1,707 	－	2,059 	1,800 	1,350 
青森県 風間浦村	024252	－	－	－	－	－	－	－	－	－	－	－	－	－
青森県 佐井村	024261	451 	－	1,076 	1,468 	－	－	－	1,391 	－	1,333 	1,280 	1,023 	886 
青森県 三戸町	024414	4,747 	7,111 	10,048 	14,256 	13,817 	12,729 	12,532 	13,215 	13,630 	12,240 	13,032 	12,235 	11,650 
青森県 五戸町	024422	3,926 	5,536 	7,853 	11,125 	11,790 	10,690 	13,744 	13,815 	11,992 	10,787 	9,853 	8,645 	10,743 
青森県 田子町	024431	1,700 	－	－	－	－	5,307 	5,504 	－	6,921 	6,410 	5,710 	5,026 	4,540 
青森県 南部町	024457	3,992 	5,627 	7,954 	10,598 	9,973 	11,266 	11,541 	12,033 	13,568 	11,520 	14,052 	10,366 	10,245 
青森県 階上町	024465	923 	1,077 	1,282 	1,892 	2,376 	3,378 	3,659 	5,137 	5,032 	5,865 	5,533 	6,612 	7,320 
青森県 新郷村	024503	420 	－	835 	2,207 	－	－	－	1,395 	1,501 	－	1,125 	1,085 	1,492 
岩手県 盛岡市	032018	117,813 	162,259 	231,603 	283,434 	303,831 	324,923 	371,306 	410,163 	421,158 	423,639 	397,156 	397,785 	366,645 
岩手県 宮古市	032026	22,647 	31,343 	44,998 	52,250 	55,662 	61,345 	70,147 	67,639 	71,190 	69,160 	62,519 	63,413 	63,460 
岩手県 大船渡市	032034	15,014 	20,636 	31,102 	37,622 	36,537 	40,103 	46,342 	50,931 	52,199 	49,768 	44,707 	44,984 	41,769 
岩手県 花巻市	032051	36,471 	55,481 	73,355 	83,928 	87,783 	86,607 	109,650 	112,383 	115,737 	113,766 	104,648 	103,384 	100,512 
岩手県 北上市	032069	21,048 	35,055 	48,783 	62,007 	66,970 	76,748 	94,943 	99,100 	102,269 	94,659 	104,956 	99,778 	108,794 
岩手県 久慈市	032077	11,066 	20,287 	24,597 	29,992 	34,057 	33,954 	40,215 	44,452 	44,591 	48,106 	43,257 	40,060 	40,975 
岩手県 遠野市	032085	9,669 	14,070 	16,037 	20,595 	23,298 	22,351 	29,632 	26,960 	32,047 	28,085 	25,155 	26,800 	26,748 
岩手県 一関市	032093	40,248 	59,813 	78,438 	93,677 	98,707 	108,258 	126,302 	131,437 	137,884 	131,753 	114,708 	116,952 	106,718 
岩手県 陸前高田市	032107	5,721 	9,274 	12,884 	14,666 	15,151 	16,189 	19,725 	20,040 	21,519 	21,004 	19,858 	20,619 	18,888 
岩手県 釜石市	032115	24,157 	34,107 	39,851 	51,085 	48,438 	48,468 	51,578 	53,214 	48,454 	45,623 	44,118 	43,934 	39,920 
岩手県 二戸市	032131	11,037 	17,109 	21,328 	29,672 	30,181 	32,062 	37,945 	37,146 	42,133 	42,343 	33,916 	33,710 	33,051 
岩手県 八幡平市	032140	7,497 	13,902 	13,678 	20,432 	21,365 	19,526 	24,593 	26,134 	30,528 	28,917 	28,466 	28,074 	27,699 
岩手県 奥州市	032158	41,628 	61,370 	83,470 	99,977 	102,158 	111,549 	131,080 	140,163 	161,026 	144,849 	136,374 	127,934 	125,386 
岩手県 滝沢市	032166	1,297 	2,330 	4,162 	13,260 	13,481 	19,446 	26,817 	30,515 	36,883 	41,864 	39,078 	33,632 	34,031 
岩手県 雫石町	033014	5,015 	7,716 	10,161 	12,432 	13,396 	12,472 	15,288 	17,670 	21,436 	16,295 	14,874 	14,957 	12,666 
岩手県 葛巻町	033022	2,279 	3,390 	4,792 	5,884 	6,279 	5,955 	5,592 	6,244 	6,890 	7,562 	4,380 	4,296 	4,390 
岩手県 岩手町	033031	4,190 	6,815 	9,651 	12,019 	11,702 	11,276 	13,211 	14,336 	14,617 	14,878 	12,391 	13,043 	14,590 
岩手県 紫波町	033219	6,298 	9,353 	12,830 	16,585 	18,482 	18,194 	22,581 	22,608 	24,578 	26,979 	26,440 	25,978 	26,498 
岩手県 矢巾町	033227	3,513 	5,064 	6,202 	11,453 	12,212 	12,265 	15,740 	20,838 	27,659 	30,258 	26,243 	26,002 	27,340 
岩手県 西和賀町	033669	2,164 	3,460 	4,174 	5,461 	3,670 	3,837 	3,308 	－	2,469 	4,873 	4,481 	4,611 	6,276 
岩手県 金ケ崎町	033812	2,148 	5,697 	5,136 	5,954 	6,137 	6,865 	10,596 	10,540 	8,090 	11,760 	12,565 	12,336 	14,781 
岩手県 平泉町	034029	2,877 	4,256 	6,119 	7,327 	7,052 	7,465 	9,578 	9,867 	11,624 	10,721 	9,999 	9,585 	8,714 
岩手県 住田町	034410	1,374 	2,104 	2,574 	3,446 	3,710 	3,804 	3,848 	5,626 	4,054 	3,806 	3,363 	3,483 	3,383 
岩手県 大槌町	034614	3,988 	5,649 	7,508 	10,376 	9,856 	10,119 	10,016 	13,629 	14,501 	13,894 	13,970 	13,308 	12,451 
岩手県 山田町	034827	4,882 	7,158 	7,571 	10,850 	11,467 	12,175 	13,225 	13,551 	14,810 	15,161 	13,634 	12,910 	11,934 
岩手県 岩泉町	034835	3,951 	5,328 	6,598 	9,063 	9,242 	10,022 	10,802 	12,031 	10,757 	10,114 	7,920 	7,698 	6,033 
岩手県 田野畑村	034843	－	－	－	2,312 	－	2,717 	3,070 	2,778 	2,981 	－	－	－	－
岩手県 普代村	034851	886 	859 	1,316 	1,691 	2,274 	2,118 	2,318 	1,910 	2,028 	2,084 	1,296 	1,203 	1,093 
岩手県 軽米町	035017	1,914 	2,543 	3,937 	5,239 	6,599 	6,575 	7,230 	7,672 	7,009 	6,166 	6,088 	5,971 	5,958 
岩手県 野田村	035033	954 	1,400 	2,044 	2,524 	2,704 	3,176 	3,637 	2,780 	3,990 	3,643 	2,721 	2,264 	2,103 
岩手県 九戸村	035068	－	1,652 	2,448 	4,541 	3,882 	3,751 	4,333 	4,669 	4,320 	4,211 	3,503 	3,459 	3,304 
岩手県 洋野町	035076	3,320 	3,413 	4,323 	8,924 	6,274 	10,098 	10,971 	13,088 	8,367 	11,400 	7,184 	9,228 	9,088 
岩手県 一戸町	035246	4,363 	5,605 	8,244 	10,482 	10,470 	10,098 	11,560 	12,945 	11,544 	11,967 	12,708 	11,567 	11,780 
宮城県 仙台市	041009	311,163 	477,059 	658,732 	792,732 	862,860 	993,742 	1,304,202 	1,363,253 	1,361,902 	1,429,581 	1,283,020 	1,246,421 	1,268,154 
宮城県 石巻市	042021	56,734 	86,363 	113,388 	139,386 	151,440 	155,042 	189,469 	206,132 	215,707 	205,016 	182,655 	174,169 	184,846 
宮城県 塩竈市	042030	23,158 	32,598 	42,793 	53,180 	53,047 	70,437 	68,370 	64,186 	62,995 	59,647 	53,207 	48,680 	45,467 
宮城県 気仙沼市	042056	29,044 	40,701 	54,807 	66,456 	75,719 	84,345 	91,862 	102,485 	90,776 	80,547 	85,306 	80,189 	81,840 
宮城県 白石市	042064	11,217 	16,877 	20,944 	27,393 	29,707 	31,611 	35,214 	42,278 	43,340 	37,594 	35,800 	34,807 	35,978 
宮城県 名取市	042072	10,693 	18,423 	26,662 	35,967 	41,034 	48,321 	65,514 	75,179 	83,323 	75,749 	82,503 	87,176 	88,201 
宮城県 角田市	042081	8,207 	12,056 	15,220 	20,801 	21,262 	25,665 	29,594 	31,023 	30,278 	29,016 	26,569 	25,021 	24,731 
宮城県 多賀城市	042099	9,766 	14,868 	24,305 	30,310 	36,708 	42,888 	58,003 	76,560 	78,166 	74,236 	75,943 	68,831 	69,815 
宮城県 岩沼市	042111	11,239 	14,213 	22,240 	26,559 	25,685 	28,197 	33,601 	33,717 	40,580 	39,787 	33,775 	35,729 	39,509 
宮城県 登米市	042129	22,574 	35,272 	45,590 	59,924 	67,252 	72,955 	85,139 	92,997 	104,610 	98,874 	86,988 	83,554 	82,815 
宮城県 栗原市	042137	20,602 	34,795 	46,763 	61,682 	66,465 	70,318 	81,383 	84,756 	79,610 	77,079 	71,515 	68,097 	65,024 
宮城県 東松島市	042145	5,145 	8,253 	11,576 	15,184 	18,373 	18,596 	26,704 	30,556 	32,021 	26,731 	24,593 	32,468 	28,515 
宮城県 大崎市	042153	39,394 	54,170 	79,192 	96,235 	104,467 	116,068 	156,259 	156,096 	176,133 	165,212 	151,389 	155,737 	151,065 
宮城県 蔵王町	043010	2,348 	3,651 	5,069 	7,195 	8,704 	8,332 	8,127 	10,404 	13,697 	11,066 	11,002 	12,854 	12,664 
宮城県 七ヶ宿町	043028	443 	612 	712 	703 	613 	706 	770 	－	688 	703 	672 	739 	636 
宮城県 大河原町	043214	8,272 	11,227 	15,003 	18,667 	17,831 	26,285 	31,254 	36,071 	42,502 	37,641 	35,631 	34,870 	39,499 
宮城県 村田町	043222	2,355 	3,154 	4,020 	6,035 	5,250 	6,244 	6,711 	8,294 	8,435 	8,856 	8,569 	8,463 	10,345 
宮城県 柴田町	043231	9,257 	12,371 	15,366 	25,773 	29,133 	30,664 	39,506 	38,704 	39,680 	38,773 	38,071 	38,046 	34,302 
宮城県 川崎町	043249	2,019 	2,253 	2,810 	4,555 	4,427 	4,981 	5,886 	6,810 	6,354 	6,336 	5,807 	5,157 	5,243 
宮城県 丸森町	043419	3,276 	4,433 	5,978 	7,742 	8,211 	8,713 	9,895 	9,577 	9,209 	8,615 	7,070 	7,381 	7,765 
宮城県 亘理町	043613	5,768 	8,179 	9,482 	14,111 	15,707 	17,517 	20,713 	25,269 	27,916 	26,415 	25,662 	24,708 	27,539 
宮城県 山元町	043621	2,972 	3,604 	4,859 	6,787 	6,701 	8,025 	7,987 	8,413 	9,469 	7,734 	8,520 	7,229 	7,344 
宮城県 松島町	044016	4,428 	6,052 	7,781 	10,660 	10,230 	11,689 	13,680 	13,467 	13,710 	12,009 	10,483 	9,489 	8,471 
宮城県 七ヶ浜町	044041	1,679 	2,264 	3,248 	4,856 	5,854 	5,243 	7,443 	7,511 	7,035 	8,717 	6,235 	6,140 	7,151 
宮城県 利府町	044067	588 	1,261 	2,297 	2,648 	3,951 	5,241 	6,916 	10,013 	17,044 	17,036 	34,229 	35,675 	36,958 
宮城県 大和町	044211	5,509 	7,563 	10,507 	13,125 	11,360 	13,515 	13,214 	20,879 	28,123 	20,612 	22,044 	21,088 	21,309 
宮城県 大郷町	044229	1,279 	1,897 	1,917 	2,623 	2,527 	3,170 	4,027 	4,265 	4,970 	4,768 	4,410 	4,247 	5,047 
宮城県 富谷町	044237	921 	1,925 	3,006 	4,757 	7,022 	10,964 	15,510 	16,421 	18,836 	26,112 	28,400 	47,760 	54,156 
宮城県 大衡村	044245	480 	788 	－	2,375 	2,125 	1,933 	2,543 	3,033 	3,758 	3,488 	3,831 	3,616 	5,776 
宮城県 色麻町	044440	－	－	－	3,558 	3,604 	3,644 	4,101 	4,021 	4,435 	4,461 	3,697 	2,782 	2,146 
宮城県 加美町	044458	7,051 	9,937 	16,158 	17,148 	17,610 	17,061 	24,137 	26,909 	18,874 	25,059 	22,867 	22,543 	24,368 
宮城県 涌谷町	045012	6,505 	9,030 	10,728 	13,864 	15,188 	17,894 	15,779 	17,591 	16,549 	14,866 	15,137 	14,523 	16,533 
宮城県 美里町	045055	5,357 	7,680 	10,273 	15,662 	16,859 	18,489 	17,586 	22,611 	21,799 	22,162 	20,909 	21,553 	19,568 
宮城県 女川町	045811	4,565 	5,424 	5,596 	8,206 	9,205 	8,877 	9,400 	9,230 	8,470 	9,028 	7,657 	6,272 	6,525 
宮城県 南三陸町	046060	4,041 	5,976 	7,498 	10,904 	11,711 	12,071 	13,695 	15,562 	13,253 	10,899 	12,516 	11,947 	12,482 
秋田県 秋田市	052019	125,759 	183,771 	259,350 	292,124 	301,261 	345,645 	394,064 	434,976 	460,240 	449,587 	387,786 	383,841 	376,659 
秋田県 能代市	052027	29,351 	43,595 	58,666 	70,332 	71,558 	73,569 	83,647 	94,468 	97,974 	88,412 	77,984 	75,453 	72,542 
秋田県 横手市	052035	37,572 	59,939 	78,597 	88,019 	93,167 	103,616 	114,520 	129,956 	138,363 	126,956 	122,260 	114,406 	113,372 
秋田県 大館市	052043	35,712 	51,566 	67,448 	79,498 	84,503 	85,359 	95,729 	105,409 	110,792 	100,308 	84,552 	87,765 	86,579 
秋田県 男鹿市	052060	7,825 	12,328 	18,940 	22,784 	20,256 	23,571 	30,540 	33,557 	36,203 	33,091 	32,346 	32,760 	31,911 
秋田県 湯沢市	052078	19,235 	28,858 	36,867 	41,779 	42,641 	48,791 	58,651 	65,238 	66,472 	63,006 	56,655 	53,218 	49,245 
秋田県 鹿角市	052094	15,901 	22,742 	27,870 	34,519 	35,847 	36,436 	41,807 	40,040 	44,133 	39,824 	37,100 	38,130 	36,590 
秋田県 由利本荘市	052108	25,123 	39,063 	61,122 	65,846 	65,421 	78,491 	89,305 	94,949 	105,848 	103,425 	90,319 	85,001 	84,493 
秋田県 潟上市	052116	4,279 	7,660 	10,649 	12,638 	14,339 	14,448 	17,548 	19,265 	20,854 	23,155 	18,818 	18,708 	19,074 
秋田県 大仙市	052124	30,104 	47,437 	68,405 	83,585 	90,068 	99,110 	112,101 	117,131 	121,826 	118,073 	98,646 	99,552 	102,849 
秋田県 北秋田市	052132	13,378 	19,830 	29,978 	35,669 	31,804 	35,917 	38,411 	42,830 	40,809 	36,980 	29,552 	33,798 	33,137 
秋田県 にかほ市	052141	6,842 	9,858 	14,190 	18,753 	21,124 	20,742 	22,820 	22,825 	28,334 	23,322 	24,921 	20,738 	24,552 
秋田県 仙北市	052159	12,435 	18,552 	17,027 	27,852 	26,586 	32,922 	37,600 	39,080 	38,629 	37,649 	31,618 	32,765 	30,822 
秋田県 小坂町	053031	2,848 	－	－	－	－	4,873 	5,911 	－	－	－	3,071 	－	－
秋田県 上小阿仁村	053279	887 	－	1,487 	1,742 	2,192 	2,023 	2,147 	2,235 	－	－	1,470 	－	1,426 
秋田県 藤里町	053465	－	－	－	－	2,647 	2,577 	－	－	2,672 	2,246 	－	－	－
秋田県 三種町	053481	4,201 	6,944 	9,237 	11,214 	13,262 	12,568 	12,735 	14,754 	15,764 	12,694 	12,120 	10,868 	11,609 
秋田県 八峰町	053490	1,371 	1,854 	741 	3,262 	2,176 	2,541 	2,809 	2,995 	2,633 	5,216 	3,341 	3,007 	3,277 
秋田県 五城目町	053619	3,700 	7,051 	7,393 	8,544 	8,665 	9,248 	9,819 	9,972 	9,793 	9,421 	7,462 	11,277 	10,779 
秋田県 八郎潟町	053635	1,868 	2,505 	4,048 	5,080 	6,243 	5,555 	6,612 	7,382 	6,860 	6,437 	4,987 	4,905 	4,692 
秋田県 井川町	053660	－	1,572 	1,773 	2,399 	2,437 	2,884 	2,744 	2,853 	3,364 	5,702 	8,629 	8,277 	9,236 
秋田県 大潟村	053686	－	－	－	1,864 	2,812 	4,892 	5,989 	8,215 	18,105 	14,574 	14,227 	15,445 	7,458 
秋田県 美郷町	054348	5,145 	8,505 	11,967 	13,948 	11,635 	15,498 	15,772 	17,009 	16,789 	14,429 	12,301 	14,172 	13,012 
秋田県 羽後町	054631	4,287 	7,135 	8,792 	11,576 	12,180 	12,584 	13,705 	14,960 	15,603 	14,279 	12,750 	11,383 	10,330 
秋田県 東成瀬村	054640	343 	－	－	1,163 	1,137 	1,115 	872 	1,092 	974 	746 	923 	－	－
山形県 山形市	062014	93,592 	140,618 	177,815 	230,922 	241,306 	276,014 	315,250 	346,400 	364,256 	348,004 	342,549 	328,772 	321,780 
山形県 米沢市	062022	36,825 	50,507 	62,549 	78,312 	85,503 	96,324 	113,417 	122,194 	124,429 	117,956 	112,350 	109,403 	109,490 
山形県 鶴岡市	062031	51,587 	76,538 	97,039 	123,378 	120,950 	129,945 	141,608 	159,040 	159,704 	160,117 	146,401 	142,914 	136,395 
山形県 酒田市	062049	48,690 	76,251 	102,187 	119,685 	121,551 	127,143 	143,683 	149,975 	168,527 	145,685 	136,047 	122,112 	125,537 
山形県 新庄市	062057	20,956 	32,469 	37,781 	50,286 	50,367 	54,451 	62,724 	72,779 	80,410 	65,862 	61,091 	60,988 	61,366 
山形県 寒河江市	062065	12,330 	18,647 	27,400 	32,971 	36,184 	37,638 	47,409 	49,882 	56,437 	53,410 	52,101 	48,245 	50,266 
山形県 上山市	062073	9,298 	13,027 	16,820 	21,857 	23,954 	22,556 	26,571 	29,254 	27,957 	27,763 	25,626 	23,021 	23,785 
山形県 村山市	062081	8,724 	12,462 	16,346 	20,156 	20,864 	22,101 	24,060 	24,873 	23,760 	21,592 	17,810 	15,014 	17,205 
山形県 長井市	062090	12,894 	18,328 	24,534 	30,452 	31,700 	32,884 	39,197 	40,382 	45,512 	39,222 	37,252 	36,520 	35,570 
山形県 天童市	062103	14,399 	23,896 	33,492 	43,867 	49,423 	57,031 	70,060 	70,822 	88,768 	77,499 	76,576 	71,936 	71,269 
山形県 東根市	062111	8,019 	12,138 	17,013 	23,251 	25,941 	29,055 	38,661 	46,753 	51,923 	45,831 	49,034 	48,383 	46,092 
山形県 尾花沢市	062120	5,482 	8,412 	11,344 	15,205 	16,802 	17,520 	21,382 	27,160 	29,322 	22,499 	22,093 	19,105 	16,988 
山形県 南陽市	062138	11,141 	15,106 	21,636 	26,995 	32,662 	32,979 	37,739 	42,729 	42,642 	43,299 	41,654 	38,588 	36,255 
山形県 山辺町	063011	3,003 	4,131 	5,041 	6,519 	6,725 	6,594 	7,752 	8,606 	8,711 	8,905 	8,050 	6,491 	6,997 
山形県 中山町	063029	1,829 	2,662 	3,518 	4,689 	4,834 	4,976 	7,256 	8,741 	9,105 	8,207 	8,224 	7,306 	7,125 
山形県 河北町	063215	6,314 	8,697 	11,184 	15,593 	14,658 	15,616 	15,988 	17,997 	17,679 	16,034 	16,634 	15,313 	15,690 
山形県 西川町	063223	－	2,934 	3,151 	4,489 	4,882 	4,890 	4,718 	4,967 	5,175 	5,044 	3,953 	3,664 	3,178 
山形県 朝日町	063231	2,880 	3,640 	4,404 	5,042 	5,503 	4,961 	6,041 	6,093 	7,003 	5,772 	5,066 	4,763 	4,645 
山形県 大江町	063240	2,866 	4,409 	5,160 	6,870 	7,035 	6,850 	7,750 	7,175 	7,487 	6,676 	5,356 	5,259 	5,726 
山形県 大石田町	063410	1,600 	2,357 	4,069 	4,151 	4,117 	4,177 	4,525 	4,290 	6,737 	3,718 	4,169 	3,685 	3,210 
山形県 金山町	063614	－	－	－	－	4,774 	4,921 	5,057 	4,743 	4,844 	4,608 	4,707 	4,411 	－
山形県 最上町	063622	2,473 	3,854 	5,417 	6,228 	6,538 	6,588 	8,491 	9,181 	9,171 	8,273 	8,028 	6,781 	6,747 
山形県 舟形町	063631	1,198 	1,913 	3,079 	3,244 	3,334 	3,101 	3,009 	3,236 	2,867 	2,566 	1,836 	1,810 	1,822 
山形県 真室川町	063649	2,371 	－	5,191 	6,728 	7,260 	6,907 	7,747 	8,212 	10,090 	8,893 	6,470 	6,080 	6,607 
山形県 大蔵村	063657	996 	－	2,390 	2,749 	－	－	3,629 	－	－	2,743 	－	－	－
山形県 鮭川村	063665	－	－	－	－	－	－	－	－	－	－	－	1,888 	2,639 
山形県 戸沢村	063673	－	－	－	－	3,720 	－	－	－	－	－	2,462 	2,180 	1,935 
山形県 高畠町	063819	4,912 	9,471 	13,778 	17,404 	18,104 	16,969 	21,987 	20,077 	20,312 	19,433 	19,495 	18,477 	15,517 
山形県 川西町	063827	4,085 	6,844 	8,926 	11,637 	13,008 	12,065 	13,178 	13,571 	14,055 	12,105 	12,468 	11,860 	11,991 
山形県 小国町	064017	3,261 	4,341 	5,687 	7,021 	8,601 	7,593 	8,238 	8,115 	7,962 	7,388 	6,866 	6,659 	7,028 
山形県 白鷹町	064025	3,407 	5,150 	6,169 	8,436 	8,307 	9,258 	10,180 	11,687 	12,646 	11,887 	12,099 	10,524 	11,078 
山形県 飯豊町	064033	1,417 	2,372 	2,919 	3,960 	4,172 	3,735 	4,060 	3,873 	5,705 	4,133 	4,013 	4,364 	4,169 
山形県 三川町	064262	1,226 	1,897 	2,307 	3,700 	4,306 	5,028 	5,878 	6,635 	5,554 	3,924 	10,895 	12,561 	19,906 
山形県 庄内町	064289	7,376 	11,257 	14,644 	17,275 	16,763 	18,587 	21,944 	22,589 	21,801 	20,517 	16,665 	17,887 	16,229 
山形県 遊佐町	064611	4,422 	7,407 	9,671 	11,282 	12,210 	11,993 	13,305 	15,165 	16,657 	15,325 	12,479 	11,496 	11,839 
福島県 福島市	072010	102,266 	152,698 	201,280 	231,375 	245,914 	273,917 	337,981 	351,072 	380,082 	352,692 	348,628 	336,073 	321,862 
福島県 会津若松市	072028	54,066 	81,665 	103,352 	123,649 	134,494 	147,415 	170,271 	180,733 	206,419 	183,658 	167,991 	158,456 	161,788 
福島県 郡山市	072036	110,287 	157,888 	217,022 	261,411 	277,758 	339,616 	396,422 	442,624 	447,734 	422,247 	429,432 	421,064 	416,571 
福島県 いわき市	072044	108,427 	156,825 	212,429 	263,586 	288,125 	344,323 	390,589 	425,448 	428,018 	357,646 	378,432 	369,453 	352,964 
福島県 白河市	072052	25,040 	36,213 	41,526 	49,342 	55,586 	56,609 	69,867 	79,456 	82,008 	80,702 	72,756 	68,767 	64,720 
福島県 須賀川市	072079	18,184 	26,896 	37,692 	46,436 	56,081 	60,403 	70,809 	72,457 	87,447 	80,539 	76,220 	72,689 	77,022 
福島県 喜多方市	072087	15,341 	24,052 	32,155 	36,627 	38,069 	42,895 	48,834 	53,240 	54,558 	47,885 	46,105 	45,746 	45,596 
福島県 相馬市	072095	10,683 	15,411 	23,288 	28,828 	31,157 	33,881 	40,593 	43,929 	49,941 	47,984 	45,768 	46,325 	40,870 
福島県 二本松市	072109	13,774 	20,811 	27,005 	35,154 	37,460 	40,872 	53,291 	56,632 	56,792 	55,711 	51,503 	50,059 	47,445 
福島県 田村市	072117	6,029 	10,613 	15,474 	19,409 	20,275 	23,574 	28,870 	33,254 	34,108 	31,352 	34,035 	30,250 	30,009 
福島県 南相馬市	072125	22,285 	34,673 	47,126 	57,854 	64,711 	72,568 	80,735 	86,631 	88,438 	81,624 	73,343 	71,605 	69,134 
福島県 伊達市	072133	18,234 	24,904 	34,572 	43,348 	45,976 	46,637 	56,187 	58,502 	61,277 	58,337 	53,906 	53,220 	53,547 
福島県 本宮市	072141	7,095 	9,196 	13,445 	18,102 	16,529 	20,170 	25,061 	26,059 	27,945 	24,415 	27,930 	28,820 	30,057 
福島県 桑折町	073016	2,541 	4,066 	6,010 	7,719 	7,081 	7,479 	9,084 	8,553 	8,291 	7,632 	7,784 	6,838 	6,893 
福島県 国見町	073032	2,699 	3,525 	4,449 	6,433 	7,484 	7,601 	8,330 	8,296 	8,369 	8,596 	7,299 	7,655 	10,871 
福島県 川俣町	073083	4,384 	6,614 	8,113 	11,073 	10,519 	11,085 	13,057 	14,238 	18,634 	14,654 	12,682 	12,903 	12,525 
福島県 大玉村	073229	－	－	1,154 	1,427 	1,851 	2,372 	2,132 	2,344 	2,359 	2,477 	2,596 	2,393 	5,542 
福島県 鏡石町	073423	1,985 	3,049 	4,590 	6,836 	7,336 	8,121 	9,937 	10,144 	9,727 	9,402 	9,123 	8,576 	12,326 
福島県 天栄村	073440	－	1,093 	－	－	－	－	1,947 	2,945 	2,942 	2,560 	1,694 	1,636 	1,694 
福島県 下郷町	073628	1,318 	1,735 	2,561 	3,731 	3,371 	3,680 	4,649 	5,313 	5,212 	4,443 	4,819 	4,548 	4,340 
福島県 檜枝岐村	073644	99 	137 	189 	299 	376 	403 	709 	874 	788 	501 	208 	185 	301 
